Formatted Date,Time,Summary,Precip Type,Temperature (C),Apparent Temperature (C),Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Pressure (millibars),Humidity,Month,Day,Year
12/17/2008,00:00.0,Overcast,rain,8.772222222,5.205555556,27.1929,149,11.1251,1011.43,0.78,12,17,2008
12/17/2008,00:00.0,Overcast,rain,7.755555556,3.888888889,27.1285,150,6.1985,1011.73,0.89,12,17,2008
12/17/2008,00:00.0,Overcast,rain,7.711111111,4.094444444,24.1017,158,6.7298,1011.83,0.9,12,17,2008
12/17/2008,00:00.0,Overcast,rain,7.755555556,5.327777778,13.8299,158,6.9391,1011.92,0.89,12,17,2008
12/17/2008,00:00.0,Overcast,rain,7.733333333,4.916666667,16.6635,168,6.9391,1011.22,0.86,12,17,2008
12/17/2008,00:00.0,Overcast,rain,7.222222222,4.205555556,17.2753,167,4.9588,1011.36,0.9,12,17,2008
12/17/2008,00:00.0,Overcast,rain,7.222222222,4.272222222,16.744,158,6.0214,1011.3,0.89,12,17,2008
12/18/2008,00:00.0,Overcast,rain,7.222222222,5.116666667,11.1412,138,6.0214,1010.92,0.89,12,18,2008
12/18/2008,00:00.0,Overcast,rain,5.866666667,3.622222222,10.4489,286,7.8246,1012.82,0.93,12,18,2008
12/18/2008,00:00.0,Overcast,rain,6.694444444,3.572222222,17.066,129,6.9874,1010.13,0.93,12,18,2008
12/18/2008,00:00.0,Overcast,rain,7.2,4.605555556,14.1358,99,6.9391,1009.18,0.89,12,18,2008
12/18/2008,00:00.0,Overcast,rain,7.577777778,6.172222222,8.0178,93,8.1627,1009.17,0.9,12,18,2008
12/18/2008,00:00.0,Overcast,rain,7.733333333,5.25,14.168,80,7.8246,1008.53,0.89,12,18,2008
12/18/2008,00:00.0,Overcast,rain,7.733333333,5.716666667,11.2217,80,10.8997,1008.45,0.96,12,18,2008
12/18/2008,00:00.0,Overcast,rain,7.733333333,5.377777778,13.3147,70,10.8031,1008.77,0.96,12,18,2008
12/18/2008,00:00.0,Overcast,rain,7.805555556,5.516666667,12.9766,80,9.8532,1008.45,0.96,12,18,2008
12/18/2008,00:00.0,Overcast,rain,8.844444444,7.011111111,11.4954,80,9.5956,1008.77,0.89,12,18,2008
12/18/2008,00:00.0,Overcast,rain,8.9,6.833333333,13.1054,84,10.7548,1009.34,0.89,12,18,2008
12/18/2008,00:00.0,Overcast,rain,8.888888889,7.122222222,11.1412,115,10.948,1009.38,0.89,12,18,2008
12/18/2008,00:00.0,Overcast,rain,8.911111111,8.477777778,5.1681,61,10.948,1009.48,0.93,12,18,2008
12/18/2008,00:00.0,Overcast,rain,9.988888889,8.555555556,10.465,66,11.1573,1009.62,0.86,12,18,2008
12/18/2008,00:00.0,Overcast,rain,9.95,8.961111111,8.0178,97,7.8729,1009.65,0.86,12,18,2008
12/18/2008,00:00.0,Overcast,rain,9.927777778,8.944444444,7.9534,107,7.8729,1010.64,0.86,12,18,2008
12/18/2008,00:00.0,Overcast,rain,8.922222222,7.9,7.3577,116,6.2307,1011.63,0.93,12,18,2008
12/18/2008,00:00.0,Overcast,rain,8.772222222,8.772222222,4.6207,68,5.9248,1011.77,0.93,12,18,2008
12/18/2008,00:00.0,Overcast,rain,7.711111111,7.711111111,4.6368,84,5.8765,1011.96,0.96,12,18,2008
12/18/2008,00:00.0,Overcast,rain,7.766666667,7.766666667,1.4007,136,6.118,1012.12,0.96,12,18,2008
12/18/2008,00:00.0,Overcast,rain,7.666666667,7.666666667,4.2343,207,5.8443,1012.17,0.96,12,18,2008
12/18/2008,00:00.0,Overcast,rain,7.644444444,6.755555556,6.0858,228,5.8443,1012.39,0.93,12,18,2008
12/18/2008,00:00.0,Overcast,rain,7.677777778,6.616666667,6.6976,269,3.9284,1012.72,0.94,12,18,2008
12/18/2008,00:00.0,Overcast,rain,7.572222222,6.394444444,7.084,282,4.0733,1012.8,0.93,12,18,2008
12/19/2008,00:00.0,Overcast,rain,6.483333333,3.65,14.6188,309,6.118,1013.01,0.93,12,19,2008
12/19/2008,00:00.0,Overcast,rain,3.294444444,-1,19.5132,319,11.1412,1017.34,0.9,12,19,2008
12/19/2008,00:00.0,Overcast,rain,4.905555556,1.733333333,14.49,299,8.05,1013.76,0.89,12,19,2008
12/19/2008,00:00.0,Overcast,rain,4.4,1.111111111,14.4417,280,8.05,1013.95,0.89,12,19,2008
12/19/2008,00:00.0,Overcast,rain,4.033333333,0.272222222,16.9694,289,8.3398,1014.34,0.92,12,19,2008
12/19/2008,00:00.0,Overcast,rain,3.816666667,-0.055555556,17.388,279,11.1251,1014.44,0.89,12,19,2008
12/19/2008,00:00.0,Overcast,rain,3.816666667,0.133333333,16.1,271,11.1251,1014.63,0.89,12,19,2008
12/19/2008,00:00.0,Overcast,rain,2.938888889,-0.933333333,16.0034,278,10.948,1014.93,0.95,12,19,2008
12/19/2008,00:00.0,Overcast,rain,3.816666667,0.372222222,14.6188,270,11.27,1015.42,0.89,12,19,2008
12/19/2008,00:00.0,Overcast,rain,3.816666667,-0.5,20.7529,260,11.27,1015.92,0.89,12,19,2008
12/19/2008,00:00.0,Overcast,rain,3.877777778,-0.011111111,17.6456,261,11.4471,1016.74,0.89,12,19,2008
12/19/2008,00:00.0,Overcast,rain,3.838888889,-0.083333333,17.7905,260,11.1251,1016.61,0.89,12,19,2008
12/19/2008,00:00.0,Overcast,rain,3.838888889,-0.638888889,22.1375,260,11.1251,1016.22,0.89,12,19,2008
12/19/2008,00:00.0,Overcast,rain,4.911111111,0.483333333,24.4076,271,11.2378,1016.06,0.83,12,19,2008
12/19/2008,00:00.0,Overcast,rain,3.794444444,-0.722222222,22.3307,279,11.0446,1016.02,0.89,12,19,2008
12/19/2008,00:00.0,Overcast,rain,2.727777778,-1.855555556,20.5436,280,10.8836,1016.11,0.89,12,19,2008
12/19/2008,00:00.0,Overcast,rain,2.877777778,-2.016666667,23.4577,270,10.7226,1016.64,0.89,12,19,2008
12/19/2008,00:00.0,Overcast,rain,2.727777778,-1.416666667,17.388,261,10.8514,1016.59,0.89,12,19,2008
12/19/2008,00:00.0,Overcast,rain,2.727777778,-1.822222222,20.3021,261,10.8514,1016.81,0.89,12,19,2008
12/19/2008,00:00.0,Overcast,rain,2.855555556,-1.388888889,18.3379,252,10.3845,1017.05,0.9,12,19,2008
12/19/2008,00:00.0,Overcast,rain,2.822222222,-1.261111111,17.1626,261,10.8997,1017.01,0.96,12,19,2008
12/19/2008,00:00.0,Overcast,rain,3.333333333,-0.661111111,17.388,262,11.7047,1017.14,0.89,12,19,2008
12/19/2008,00:00.0,Overcast,rain,3.433333333,-0.972222222,20.5919,279,9.4024,1017.28,0.92,12,19,2008
12/19/2008,00:00.0,Overcast,rain,2.822222222,-1.727777778,20.5114,292,9.7083,1017.48,0.92,12,19,2008
12/20/2008,00:00.0,Overcast,rain,2.822222222,-1.722222222,20.4309,301,9.7083,1017.69,0.89,12,20,2008
12/20/2008,00:00.0,Overcast,rain,3.372222222,-0.088888889,14.1036,270,6.5366,1018.78,0.9,12,20,2008
12/20/2008,00:00.0,Overcast,rain,2.822222222,-1.705555556,20.3343,329,9.9015,1018.79,0.89,12,20,2008
12/20/2008,00:00.0,Overcast,rain,2.844444444,-1.688888889,20.3826,329,10.0464,1019.09,0.92,12,20,2008
12/20/2008,00:00.0,Overcast,rain,2.955555556,-1.161111111,17.5973,320,11.3827,1019.55,0.92,12,20,2008
12/20/2008,00:00.0,Overcast,rain,2.894444444,-1.211111111,17.4202,329,11.27,1020.02,0.95,12,20,2008
12/20/2008,00:00.0,Overcast,rain,3.911111111,-0.533333333,21.9926,320,11.27,1020.71,0.89,12,20,2008
12/20/2008,00:00.0,Mostly Cloudy,rain,3.877777778,-0.316666667,19.8835,321,11.0768,1021.26,0.89,12,20,2008
12/20/2008,00:00.0,Overcast,rain,3.911111111,-0.516666667,21.8477,320,11.27,1021.82,0.91,12,20,2008
12/20/2008,00:00.0,Mostly Cloudy,rain,4.927777778,0.588888889,23.5704,329,11.27,1022.3,0.82,12,20,2008
12/20/2008,00:00.0,Overcast,rain,4.027777778,0.138888889,17.9032,330,11.0285,1022.73,0.89,12,20,2008
12/20/2008,00:00.0,Mostly Cloudy,rain,5,0.822222222,22.2663,329,11.2056,1022.69,0.82,12,20,2008
12/20/2008,00:00.0,Mostly Cloudy,rain,5.022222222,0.522222222,25.3736,329,11.2056,1022.79,0.82,12,20,2008
12/20/2008,00:00.0,Mostly Cloudy,rain,5.127777778,1.055555556,21.6384,336,11.3988,1022.49,0.75,12,20,2008
12/20/2008,00:00.0,Mostly Cloudy,rain,5.094444444,1.111111111,20.7368,320,11.2056,1021.89,0.75,12,20,2008
12/20/2008,00:00.0,Mostly Cloudy,rain,5.022222222,2.4,11.4793,301,11.2056,1021.47,0.76,12,20,2008
12/20/2008,00:00.0,Overcast,rain,4.127777778,1.383333333,11.1573,310,11.3988,1021.74,0.75,12,20,2008
12/20/2008,00:00.0,Overcast,rain,2.938888889,0.311111111,9.6117,280,9.982,1021.55,0.82,12,20,2008
12/20/2008,00:00.0,Overcast,rain,2.894444444,1.444444444,5.6672,257,10.0464,1021.54,0.82,12,20,2008
12/20/2008,00:00.0,Overcast,rain,3.894444444,0.35,15.3433,270,9.9015,1021.48,0.77,12,20,2008
12/20/2008,00:00.0,Overcast,rain,2.822222222,-1.838888889,21.3647,279,11.27,1021.42,0.89,12,20,2008
12/20/2008,00:00.0,Overcast,rain,2.872222222,-1.188888889,17.0821,278,7.2772,1021.19,0.89,12,20,2008
12/20/2008,00:00.0,Overcast,rain,2.938888889,-0.272222222,12.2521,244,7.6797,1020.75,0.89,12,20,2008
12/20/2008,00:00.0,Overcast,rain,2.85,-1.238888889,17.2109,251,7.2772,1020.12,0.89,12,20,2008
12/21/2008,00:00.0,Overcast,rain,3.355555556,-0.111111111,14.1358,242,6.3434,1019.43,0.89,12,21,2008
12/21/2008,00:00.0,Clear,rain,1.038888889,-2.327777778,11.109,296,14.7798,1026.94,0.85,12,21,2008
12/21/2008,00:00.0,Overcast,rain,3.377777778,-0.594444444,17.3558,271,6.2951,1018.27,0.89,12,21,2008
12/21/2008,00:00.0,Mostly Cloudy,rain,3.4,-0.144444444,14.6349,273,6.2951,1018.16,0.89,12,21,2008
12/21/2008,00:00.0,Mostly Cloudy,rain,3.483333333,0.488888889,11.7369,285,6.8425,1018.11,0.9,12,21,2008
12/21/2008,00:00.0,Mostly Cloudy,rain,4.977777778,0.644444444,23.6348,309,9.982,1017.72,0.82,12,21,2008
12/21/2008,00:00.0,Mostly Cloudy,rain,4.927777778,0.122222222,28.3843,309,9.982,1018.02,0.82,12,21,2008
12/21/2008,00:00.0,Mostly Cloudy,rain,4.005555556,-0.477777778,22.6044,325,11.0285,1018.9,0.88,12,21,2008
12/21/2008,00:00.0,Breezy and Mostly Cloudy,rain,3.933333333,-1.316666667,29.9299,329,9.982,1019.83,0.82,12,21,2008
12/21/2008,00:00.0,Partly Cloudy,rain,5.022222222,0.538888889,25.2126,347,9.982,1021.02,0.82,12,21,2008
12/21/2008,00:00.0,Breezy and Partly Cloudy,rain,6.105555556,1.361111111,31.8619,337,9.982,1022.21,0.75,12,21,2008
12/21/2008,00:00.0,Breezy and Partly Cloudy,rain,7.222222222,2.7,33.5685,329,9.982,1022.49,0.71,12,21,2008
12/21/2008,00:00.0,Breezy and Partly Cloudy,rain,7.777777778,3.45,33.327,339,11.27,1022.59,0.63,12,21,2008
12/21/2008,00:00.0,Partly Cloudy,rain,7.794444444,3.683333333,30.4612,329,11.4471,1022.83,0.66,12,21,2008
12/21/2008,00:00.0,Partly Cloudy,rain,7.777777778,3.766666667,29.0283,339,11.2056,1022.89,0.63,12,21,2008
12/21/2008,00:00.0,Partly Cloudy,rain,7.172222222,3.144444444,27.0319,339,11.2056,1023.48,0.6,12,21,2008
12/21/2008,00:00.0,Partly Cloudy,rain,5.15,1.822222222,15.8263,328,10.3523,1024.31,0.69,12,21,2008
12/21/2008,00:00.0,Partly Cloudy,rain,2.405555556,-0.783333333,11.592,293,9.982,1025.05,0.78,12,21,2008
12/21/2008,00:00.0,Clear,rain,1.272222222,-2.105555556,11.3827,282,9.982,1025.96,0.78,12,21,2008
12/21/2008,00:00.0,Partly Cloudy,rain,1.6,-1.705555556,11.3827,279,9.982,1026.7,0.78,12,21,2008
12/21/2008,00:00.0,Clear,rain,2.266666667,-1.755555556,15.9229,310,9.982,1027.28,0.79,12,21,2008
12/21/2008,00:00.0,Partly Cloudy,rain,1.711111111,-2.161111111,14.3129,310,15.8263,1027.67,0.82,12,21,2008
12/21/2008,00:00.0,Partly Cloudy,rain,1.15,-2.711111111,13.5723,315,14.9569,1028.25,0.82,12,21,2008
12/21/2008,00:00.0,Clear,rain,1.088888889,-2.877777778,14.0392,310,15.8263,1028.57,0.82,12,21,2008
12/22/2008,00:00.0,Clear,rain,0.6,-3.472222222,14.0392,310,15.8263,1028.67,0.85,12,22,2008
12/22/2008,00:00.0,Partly Cloudy,rain,4.844444444,0.316666667,25.116,309,14.168,1023.6,0.81,12,22,2008
12/22/2008,00:00.0,Clear,snow,-0.627777778,-2.933333333,6.5044,310,15.8263,1028.76,0.88,12,22,2008
12/22/2008,00:00.0,Clear,snow,-1.55,-4.055555556,6.6493,301,15.8263,1029.15,0.88,12,22,2008
12/22/2008,00:00.0,Clear,snow,-1.033333333,-3.566666667,6.9391,304,14.9569,1029.2,0.88,12,22,2008
12/22/2008,00:00.0,Clear,snow,-2.038888889,-2.038888889,3.3327,298,9.982,1029.23,0.96,12,22,2008
12/22/2008,00:00.0,Clear,snow,-1.938888889,-1.938888889,3.5098,274,9.982,1029.25,0.88,12,22,2008
12/22/2008,00:00.0,Mostly Cloudy,snow,-0.766666667,-3.716666667,8.2915,274,9.982,1029.65,0.91,12,22,2008
12/22/2008,00:00.0,Mostly Cloudy,rain,0.183333333,0.183333333,3.5742,268,9.6761,1029.52,0.92,12,22,2008
12/22/2008,00:00.0,Mostly Cloudy,rain,2.244444444,-0.883333333,11.1573,298,9.9015,1029.43,0.86,12,22,2008
12/22/2008,00:00.0,Overcast,rain,2.227777778,-0.605555556,9.9015,268,6.2307,1029.66,0.92,12,22,2008
12/22/2008,00:00.0,Overcast,rain,2.916666667,-0.116666667,11.3505,250,8.1305,1028.69,0.89,12,22,2008
12/22/2008,00:00.0,Mostly Cloudy,rain,2.983333333,-0.6,14.3129,240,11.27,1027.88,0.95,12,22,2008
12/22/2008,00:00.0,Mostly Cloudy,rain,3.966666667,0.35,15.9068,232,11.0768,1027.01,0.89,12,22,2008
12/22/2008,00:00.0,Overcast,rain,4.072222222,0.738888889,14.2968,230,8.1949,1025.7,0.92,12,22,2008
12/22/2008,00:00.0,Overcast,rain,5.116666667,1.972222222,14.5705,232,8.1949,1025.17,0.86,12,22,2008
12/22/2008,00:00.0,Overcast,rain,5.016666667,1.383333333,17.7905,239,10.5938,1024.46,0.88,12,22,2008
12/22/2008,00:00.0,Overcast,rain,5.161111111,1.627777778,17.3558,241,11.2056,1023.71,0.86,12,22,2008
12/22/2008,00:00.0,Overcast,rain,6.111111111,2.45,20.3021,251,11.2056,1023.2,0.8,12,22,2008
12/22/2008,00:00.0,Mostly Cloudy,rain,6.038888889,3.061111111,14.9086,259,10.6743,1022.9,0.81,12,22,2008
12/22/2008,00:00.0,Mostly Cloudy,rain,6.161111111,2.372222222,21.5418,280,11.2056,1022.54,0.79,12,22,2008
12/22/2008,00:00.0,Mostly Cloudy,rain,6.183333333,2.533333333,20.3343,281,14.9086,1022.11,0.79,12,22,2008
12/22/2008,00:00.0,Partly Cloudy,rain,6.688888889,2.361111111,28.9317,298,14.9569,1022.14,0.8,12,22,2008
12/22/2008,00:00.0,Breezy and Partly Cloudy,rain,7.15,2.805555556,30.8798,310,15.8263,1022.42,0.76,12,22,2008
12/23/2008,00:00.0,Partly Cloudy,rain,6.133333333,1.961111111,25.277,300,14.9086,1022.52,0.82,12,23,2008
12/23/2008,00:00.0,Clear,rain,1.988888889,-2.711111111,19.9962,333,14.9569,1027.02,0.69,12,23,2008
12/23/2008,00:00.0,Partly Cloudy,rain,5.577777778,1.283333333,24.955,309,15.8263,1022.39,0.76,12,23,2008
12/23/2008,00:00.0,Partly Cloudy,rain,5.116666667,0.65,25.277,309,15.8263,1022.29,0.79,12,23,2008
12/23/2008,00:00.0,Partly Cloudy,rain,5.438888889,1.183333333,24.1339,307,14.9569,1022.24,0.74,12,23,2008
12/23/2008,00:00.0,Partly Cloudy,rain,5.094444444,0.394444444,27.6759,301,9.982,1021.99,0.76,12,23,2008
12/23/2008,00:00.0,Partly Cloudy,rain,5.022222222,0.227777778,28.5453,300,9.982,1022.1,0.76,12,23,2008
12/23/2008,00:00.0,Breezy and Partly Cloudy,rain,4.972222222,-0.122222222,31.878,306,9.982,1022.27,0.7,12,23,2008
12/23/2008,00:00.0,Breezy and Partly Cloudy,rain,5.066666667,-0.1,33.0855,309,9.982,1022.31,0.7,12,23,2008
12/23/2008,00:00.0,Breezy and Partly Cloudy,rain,6.133333333,0.833333333,39.8153,310,9.982,1022.45,0.7,12,23,2008
12/23/2008,00:00.0,Breezy and Partly Cloudy,rain,7.211111111,2.505555556,36.1445,310,11.3988,1022.7,0.64,12,23,2008
12/23/2008,00:00.0,Windy and Partly Cloudy,rain,7.266666667,2.011111111,45.6757,320,11.27,1022.63,0.65,12,23,2008
12/23/2008,00:00.0,Windy and Partly Cloudy,rain,7.8,2.738888889,45.4986,329,11.27,1022.57,0.62,12,23,2008
12/23/2008,00:00.0,Breezy and Partly Cloudy,rain,7.877777778,3.422222222,35.6454,321,11.4471,1022.74,0.56,12,23,2008
12/23/2008,00:00.0,Breezy and Partly Cloudy,rain,7.777777778,3.15,37.835,310,11.27,1022.76,0.53,12,23,2008
12/23/2008,00:00.0,Breezy and Partly Cloudy,rain,7.2,2.911111111,30.3324,310,11.2056,1023.32,0.52,12,23,2008
12/23/2008,00:00.0,Partly Cloudy,rain,5.277777778,0.844444444,25.438,307,11.6242,1023.69,0.63,12,23,2008
12/23/2008,00:00.0,Partly Cloudy,rain,5.044444444,0.527777778,25.6151,301,11.2056,1023.82,0.65,12,23,2008
12/23/2008,00:00.0,Partly Cloudy,rain,4.994444444,0.511111111,25.1482,319,9.982,1024.03,0.7,12,23,2008
12/23/2008,00:00.0,Partly Cloudy,rain,4.111111111,-0.188888889,21.2198,320,10.3523,1024.74,0.74,12,23,2008
12/23/2008,00:00.0,Partly Cloudy,rain,2.866666667,-1.05,16.1322,328,9.982,1025.24,0.76,12,23,2008
12/23/2008,00:00.0,Clear,rain,2.822222222,-1.333333333,17.5973,328,15.8263,1025.72,0.79,12,23,2008
12/23/2008,00:00.0,Clear,rain,2.311111111,-2.7,23.1196,329,14.9569,1026.54,0.75,12,23,2008
12/23/2008,00:00.0,Clear,rain,1.2,-3.322222222,17.4041,319,15.8263,1027,0.78,12,23,2008
12/24/2008,00:00.0,Clear,rain,1.2,-3.372222222,17.7422,329,15.8263,1027.42,0.72,12,24,2008
12/24/2008,00:00.0,Foggy,rain,0.122222222,0.122222222,3.8157,176,3.2039,1023.94,0.89,12,24,2008
12/24/2008,00:00.0,Clear,rain,0.577777778,-4.155555556,17.7583,320,15.8263,1028.29,0.73,12,24,2008
12/24/2008,00:00.0,Clear,rain,0.066666667,-4.244444444,14.6188,319,15.8263,1028.78,0.75,12,24,2008
12/24/2008,00:00.0,Clear,snow,-0.966666667,-4.811111111,11.4149,307,14.9569,1028.94,0.78,12,24,2008
12/24/2008,00:00.0,Clear,snow,-2.066666667,-6.466666667,12.7995,301,9.982,1029.09,0.81,12,24,2008
12/24/2008,00:00.0,Clear,snow,-2.066666667,-7.094444444,15.778,319,9.982,1029.19,0.81,12,24,2008
12/24/2008,00:00.0,Clear,snow,-2.055555556,-6.133333333,11.431,307,9.982,1029.31,0.82,12,24,2008
12/24/2008,00:00.0,Partly Cloudy,snow,-2.105555556,-5.772222222,9.8532,319,9.982,1029.46,0.81,12,24,2008
12/24/2008,00:00.0,Partly Cloudy,rain,0.022222222,-4.233333333,14.2968,319,9.982,1029.55,0.75,12,24,2008
12/24/2008,00:00.0,Partly Cloudy,rain,1.194444444,-3.111111111,16.0517,321,10.3523,1029.77,0.75,12,24,2008
12/24/2008,00:00.0,Partly Cloudy,rain,2.8,-1.316666667,17.3558,348,9.982,1029.74,0.58,12,24,2008
12/24/2008,00:00.0,Partly Cloudy,rain,2.844444444,-0.494444444,12.7995,338,9.982,1029.04,0.57,12,24,2008
12/24/2008,00:00.0,Partly Cloudy,rain,3.861111111,2.461111111,5.9248,343,10.3523,1028.33,0.48,12,24,2008
12/24/2008,00:00.0,Partly Cloudy,rain,2.872222222,-0.372222222,12.3326,300,9.982,1027.43,0.52,12,24,2008
12/24/2008,00:00.0,Partly Cloudy,rain,1.294444444,1.294444444,3.5259,290,9.982,1027.01,0.63,12,24,2008
12/24/2008,00:00.0,Mostly Cloudy,rain,1.394444444,1.394444444,2.8497,220,10.1752,1026.52,0.63,12,24,2008
12/24/2008,00:00.0,Mostly Cloudy,rain,1.25,1.25,4.3148,188,9.982,1026.29,0.69,12,24,2008
12/24/2008,00:00.0,Overcast,rain,1.227777778,-1.161111111,7.6153,204,9.982,1025.9,0.74,12,24,2008
12/24/2008,00:00.0,Overcast,rain,1.272222222,-1.172222222,7.8246,225,9.5473,1025.58,0.74,12,24,2008
12/24/2008,00:00.0,Overcast,rain,1.227777778,1.227777778,3.0751,260,9.9015,1025.12,0.75,12,24,2008
12/24/2008,00:00.0,Overcast,rain,1.177777778,1.177777778,3.3005,197,15.5365,1024.78,0.75,12,24,2008
12/24/2008,00:00.0,Overcast,rain,0.761111111,-1.161111111,6.0697,256,6.2468,1024.52,0.85,12,24,2008
12/24/2008,00:00.0,Foggy,rain,0.138888889,-1.944444444,6.2307,160,2.0125,1023.88,0.92,12,24,2008
12/25/2008,00:00.0,Foggy,rain,0.088888889,0.088888889,3.22,166,2.0125,1023.39,0.92,12,25,2008
12/25/2008,00:00.0,Clear,snow,-3.944444444,-7.144444444,7.4543,341,8.9677,1032.13,0.89,12,25,2008
12/25/2008,00:00.0,Foggy,rain,0.133333333,-1.816666667,5.9087,168,2.0125,1022.63,0.92,12,25,2008
12/25/2008,00:00.0,Foggy,rain,0.111111111,-1.861111111,5.957,158,2.0125,1022.25,0.96,12,25,2008
12/25/2008,00:00.0,Foggy,rain,0.238888889,-1.944444444,6.5527,128,2.3023,1021.95,0.92,12,25,2008
12/25/2008,00:00.0,Foggy,rain,0.133333333,-3.661111111,12.1877,78,2.1252,1022.25,0.92,12,25,2008
12/25/2008,00:00.0,Foggy,rain,0.105555556,-4.327777778,15.3272,68,2.737,1022.74,0.92,12,25,2008
12/25/2008,00:00.0,Foggy,snow,-0.888888889,-5.644444444,15.8102,68,2.7531,1023.23,0.93,12,25,2008
12/25/2008,00:00.0,Foggy,snow,-1.044444444,-5.8,15.617,59,2.8175,1024.09,0.92,12,25,2008
12/25/2008,00:00.0,Overcast,snow,-1.066666667,-5.538888889,14.1197,49,3.3649,1025.19,0.92,12,25,2008
12/25/2008,00:00.0,Mostly Cloudy,snow,-1.044444444,-5.311111111,13.1859,49,4.6529,1026.06,0.92,12,25,2008
12/25/2008,00:00.0,Mostly Cloudy,snow,-1.066666667,-5.233333333,12.6868,30,6.2951,1026.28,0.92,12,25,2008
12/25/2008,00:00.0,Mostly Cloudy,snow,-0.994444444,-5.744444444,15.617,21,8.1305,1026.31,0.88,12,25,2008
12/25/2008,00:00.0,Partly Cloudy,rain,0.044444444,-4.494444444,15.8585,9,8.4203,1026.52,0.86,12,25,2008
12/25/2008,00:00.0,Partly Cloudy,rain,0.116666667,-4.483333333,16.261,11,8.1949,1027.08,0.82,12,25,2008
12/25/2008,00:00.0,Partly Cloudy,rain,0.094444444,-3.838888889,12.7673,344,8.1949,1027.39,0.81,12,25,2008
12/25/2008,00:00.0,Partly Cloudy,snow,-0.955555556,-4.522222222,10.3201,329,8.6457,1028.04,0.87,12,25,2008
12/25/2008,00:00.0,Partly Cloudy,snow,-2.038888889,-5.961111111,10.8514,343,6.2951,1028.89,0.87,12,25,2008
12/25/2008,00:00.0,Partly Cloudy,snow,-2.105555556,-6.072222222,10.9802,351,6.2951,1029.6,0.87,12,25,2008
12/25/2008,00:00.0,Clear,snow,-1.288888889,-5.566666667,12.9927,357,6.8425,1030.53,0.81,12,25,2008
12/25/2008,00:00.0,Clear,snow,-2.15,-6.544444444,12.6707,10,6.2951,1031.21,0.88,12,25,2008
12/25/2008,00:00.0,Clear,snow,-1.666666667,-5.6,11.1895,10,6.2951,1031.9,0.81,12,25,2008
12/25/2008,00:00.0,Clear,snow,-2.822222222,-6.972222222,11.1251,358,6.8425,1032.4,0.85,12,25,2008
12/25/2008,00:00.0,Clear,snow,-3.25,-7.511111111,11.2056,1,6.2951,1032.97,0.85,12,25,2008
12/26/2008,00:00.0,Clear,snow,-3.733333333,-8.105555556,11.2378,0,6.2951,1033.38,0.88,12,26,2008
12/26/2008,00:00.0,Foggy,snow,-7.627777778,-7.627777778,3.1234,132,2.4472,1035.75,0.88,12,26,2008
12/26/2008,00:00.0,Clear,snow,-5.427777778,-8.483333333,6.5205,341,9.982,1034.28,0.91,12,26,2008
12/26/2008,00:00.0,Clear,snow,-5.955555556,-10.73888889,11.0929,340,9.982,1034.5,0.92,12,26,2008
12/26/2008,00:00.0,Partly Cloudy,snow,-5.705555556,-9.355555556,7.8246,332,9.982,1034.68,0.92,12,26,2008
12/26/2008,00:00.0,Mostly Cloudy,snow,-3.938888889,-9.005555556,13.8621,339,11.2056,1034.98,0.84,12,26,2008
12/26/2008,00:00.0,Mostly Cloudy,snow,-2.755555556,-7.611111111,14.1358,1,11.27,1035.3,0.85,12,26,2008
12/26/2008,00:00.0,Partly Cloudy,snow,-2.694444444,-7.572222222,14.2968,10,11.0768,1035.69,0.86,12,26,2008
12/26/2008,00:00.0,Partly Cloudy,snow,-2.705555556,-6.85,11.1734,12,10.0464,1036.09,0.85,12,26,2008
12/26/2008,00:00.0,Mostly Cloudy,snow,-2.105555556,-6.85,14.329,12,10.0464,1036.41,0.81,12,26,2008
12/26/2008,00:00.0,Mostly Cloudy,snow,-1.1,-6.088888889,16.8245,18,9.982,1036.98,0.81,12,26,2008
12/26/2008,00:00.0,Mostly Cloudy,rain,0.027777778,-4.816666667,17.5812,21,11.27,1036.78,0.75,12,26,2008
12/26/2008,00:00.0,Partly Cloudy,rain,0.027777778,-4.505555556,15.778,10,11.27,1036.58,0.75,12,26,2008
12/26/2008,00:00.0,Partly Cloudy,rain,0.927777778,-3.144444444,14.4095,7,11.4471,1036.11,0.71,12,26,2008
12/26/2008,00:00.0,Partly Cloudy,rain,0.05,-4.116666667,13.846,18,11.27,1035.79,0.75,12,26,2008
12/26/2008,00:00.0,Mostly Cloudy,snow,-0.022222222,-3.25,9.7244,340,11.27,1035.78,0.82,12,26,2008
12/26/2008,00:00.0,Mostly Cloudy,snow,-1.005555556,-4.383333333,9.5795,356,11.27,1035.9,0.86,12,26,2008
12/26/2008,00:00.0,Partly Cloudy,snow,-1.088888889,-4.433333333,9.4185,338,11.27,1035.96,0.88,12,26,2008
12/26/2008,00:00.0,Partly Cloudy,snow,-2.738888889,-5.922222222,7.9695,331,10.0464,1036.06,0.85,12,26,2008
12/26/2008,00:00.0,Partly Cloudy,snow,-2.744444444,-6.566666667,9.9659,342,9.499,1036.08,0.85,12,26,2008
12/26/2008,00:00.0,Clear,snow,-3.683333333,-7.516666667,9.4024,341,10.0464,1035.97,0.84,12,26,2008
12/26/2008,00:00.0,Clear,snow,-4.144444444,-7.016666667,6.5527,352,14.9569,1036.16,0.88,12,26,2008
